citation,query,title,url
1916,technical indicators predict stock price,The model confidence set,https://onlinelibrary.wiley.com/doi/abs/10.3982/ECTA5771
3173,technical indicators predict stock price,Transparent Reporting of a multivariable  prediction  model for Individual Prognosis or Diagnosis (TRIPOD): explanation and elaboration,https://www.acpjournals.org/doi/abs/10.7326/m14-0698
976,technical indicators predict stock price,[PDF] [PDF]   Technical Analysis from A to Z,https://asamvn.com.vn/Uploads/files/ae498cfa-d6bd-4e09-8683-2bf04a52720b_pdf_.pdf
114,technical indicators predict stock price,Technical market indicators  optimization using evolutionary algorithms,https://dl.acm.org/doi/abs/10.1145/1388969.1388989
58,technical indicators predict stock price,[PDF] [PDF]   A comparison of PNN and SVM for  stock market  trend  prediction  using economic and  technical  information,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e1b8defc8082593b7edd45124fc8e2378560cd9c
82,technical indicators predict stock price,A hybrid model based on ANFIS and adaptive expectation genetic algorithm to  forecast  TAIEX,https://www.sciencedirect.com/science/article/pii/S0264999313002253
130,technical indicators predict stock price,"[BOOK] [B]   A complete guide to the futures markets: fundamental  analysis ,  technical analysis ,  trading , spreads, and options",https://books.google.com/books?hl=en&lr=&id=JVJX4jHdQJgC&oi=fnd&pg=PA1&dq=technical+indicators+predict+stock+price&ots=QG-yd_Ezs2&sig=m-rX2qbz3iaruzbk_4WCcHH7Ir4
137,technical indicators predict stock price,Predicting stock market  behavior through rule induction: an application of the learning‐from‐example approach,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-5915.1987.tb01533.x
41,technical indicators predict stock price,[PDF] [PDF]   Stock market forecasting  techniques: literature survey,https://www.academia.edu/download/47151462/V5I6201685.pdf
45,technical indicators predict stock price,Forecasting stock  returns based on information transmission across global markets using support vector machines,https://link.springer.com/article/10.1007/s00521-015-1897-9
1405,price based indicators stock prediciton,The use of clinical risk factors enhances the performance of BMD in the  prediction  of hip and osteoporotic fractures in men and women,https://link.springer.com/article/10.1007/s00198-007-0343-y
1106,price based indicators stock prediciton,[PDF] [PDF]   Earnings quality,http://csinvesting.org/wp-content/uploads/2015/04/Defining-Earnings-Quality-CFA-Publication.pdf
81,price based indicators stock prediciton,Equity forecast :  Predicting  long term  stock price  movement using machine learning,https://arxiv.org/abs/1603.00751
162,price based indicators stock prediciton,"A hybrid volatility  forecasting  framework integrating GARCH, artificial neural network,  technical analysis  and principal components  analysis",https://www.sciencedirect.com/science/article/pii/S095741741830294X
94,price based indicators stock prediciton,[PDF] [PDF]   Machine learning techniques for  stock prediction,http://ganj-ie.iust.ac.ir:8081/images/6/62/MachineLearningTechniquesforStockPrediction.pdf
96,price based indicators stock prediciton,[PDF] [PDF]   … -linear autoregressive with exogeneous input (NARX) Bitcoin  price prediction  model using PSO-optimized parameters and moving average  technical indicators,https://www.ajol.info/index.php/jfas/article/view/165614/155073
42,price based indicators stock prediciton,Optimal feature selection of  technical indicator  and  stock prediction  using machine learning technique,https://link.springer.com/chapter/10.1007/978-981-13-8300-7_22
50,price based indicators stock prediciton,Model and  forecast stock market  behavior integrating investor sentiment  analysis  and transaction data,https://link.springer.com/article/10.1007/s10586-017-0803-x
65,price based indicators stock prediciton,Is  technical analysis  profitable on a  stock market  which has characteristics that suggest it may be inefficient?,https://www.sciencedirect.com/science/article/pii/S0275531905000383
12,price based indicators stock prediciton,[HTML] [HTML]   Forecasting stock price  movement: New evidence from a novel hybrid deep learning model,https://www.emerald.com/insight/content/doi/10.1108/JABES-05-2021-0061/full/html
40,price based indicators stock prediciton,A study of ANFIS-based multi-factor time series models for  forecasting stock  index,https://link.springer.com/article/10.1007/s10489-016-0760-8
32,price based indicators stock prediciton,Predicting stock  movement direction with machine learning: An extensive study on S&P 500  stocks,https://ieeexplore.ieee.org/abstract/document/8258518/
68,price based indicators stock prediciton,[PDF] [PDF]   Forecasting  of  stock prices  using multi layer perceptron,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=a2671ca5411c1dd8b90f6c63a6354e5f803203e8
15,price based indicators stock prediciton,[HTML] [HTML]   Recurrent convolutional neural kernel model for  stock price  movement  prediction,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0234206
92,price based indicators stock prediciton,Forecasting stock market  index daily direction: A Bayesian Network approach,https://www.sciencedirect.com/science/article/pii/S0957417418301854
64,price based indicators stock prediciton,[PDF] [PDF]   Sentiment  analysis  for effective  stock market prediction,http://www.inass.sakura.ne.jp/inass/2017/2017063016.pdf
16,price based indicators stock prediciton,Entropy-based  technical analysis indicators  selection for international  stock  markets fluctuations  prediction  using support vector machines,https://www.worldscientific.com/doi/abs/10.1142/S0219477514500138
2806,price based indicators stock prediciton,Brand attachment and brand attitude strength: Conceptual and empirical differentiation of two critical brand equity drivers,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.1
159,price based indicators stock prediciton,Multi-parameter  prediction  of drivers' lane-changing behaviour with neural network model,https://www.sciencedirect.com/science/article/pii/S0003687015000502
2264,price based indicators stock prediciton,Social interaction and  stock ‐market participation,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2004.00629.x
989,price based indicators stock prediciton,Monetary policy in a data-rich environment,https://www.sciencedirect.com/science/article/pii/S0304393203000242
5425,price based indicators stock prediciton,Why does  stock  market volatility change over time?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1989.tb02647.x
,price based indicators stock prediciton,[CITATION] [C]   Charles A. Dice Center for Research in Financial Economics,
91,price based indicators stock prediciton,A hybrid artificial neural network with metaheuristic algorithms for  predicting stock price,https://www.tandfonline.com/doi/abs/10.1080/01969722.2017.1285162
34,price based indicators stock prediciton,EMA Versus SMA usage to  forecast stock  markets: the case of S&P 500 and OMX Baltic Benchmark,https://journals.vilniustech.lt/index.php/BTP/article/view/8879
163,price based indicators stock prediciton,[PDF] [PDF]   Price prediction  of share  market  using artificial neural network (ANN),https://www.academia.edu/download/41448040/Price_Prediction_of_Share_Market_using_A20160122-18760-1jn5rz0.pdf
17,price based indicators stock prediciton,[PDF] [PDF]   Advantages of using  technical analysis  to  predict  future  prices  on the Amman  stock  exchange,https://www.academia.edu/download/78804092/7139082ee5129ee6d21b2dd8eb1de95cdf84.pdf
98,price based indicators stock prediciton,[PDF] [PDF]   A decision tree-rough set hybrid system for  stock market  trend  prediction,https://www.academia.edu/download/48838863/A_Decision_Tree-_Rough_Set_Hybrid_System20160914-7509-161mltw.pdf
21,price based indicators stock prediciton,Stock market prediction  on high frequency data using long-short term memory,https://www.sciencedirect.com/science/article/pii/S1877050920317877
55,price based indicators stock prediciton,[BOOK] [B]   Technical analysis  for dummies,https://books.google.com/books?hl=en&lr=&id=SPurDwAAQBAJ&oi=fnd&pg=PA3&dq=technical+indicators+predict+stock+price&ots=3phkOF7Wba&sig=pjLBdEXPozlki-Y6xqS_6c8e6p4
53,price based indicators stock prediciton,A  stock market  trend  prediction  system using a hybrid decision tree-neuro-fuzzy system,https://ieeexplore.ieee.org/abstract/document/5655295/
235,price based indicators stock prediciton,Methodical madness:  Technical analysis  and the irrationality of exchange‐rate forecasts,https://academic.oup.com/ej/article-abstract/109/458/636/5128751
35,price based indicators stock prediciton,[PDF] [PDF]   Predicting Stock Market Price  Movement Using Sentiment  Analysis : Evidence From Ghana.,https://sciendo.com/downloadpdf/journals/acss/25/1/article-p33.pdf
8,price based indicators stock prediciton,Machine learning with Belief Rule-Based Expert Systems to  predict stock price  movements,https://www.sciencedirect.com/science/article/pii/S0957417422009940
161,price based indicators stock prediciton,Stock market  movement  forecast : A systematic review,https://www.sciencedirect.com/science/article/pii/S0957417420302888
1064,price based indicators stock prediciton,Ecological  predictions  and risk assessment for alien fishes in North America,https://www.science.org/doi/abs/10.1126/science.1075753
1722,price based indicators stock prediciton,"Mirror, mirror on the wall: a comparative evaluation of composite- based  structural equation modeling methods",https://link.springer.com/article/10.1007/s11747-017-0517-x
1597,price based indicators stock prediciton,The equity  share  in new issues and aggregate  stock  returns,https://onlinelibrary.wiley.com/doi/abs/10.1111/0022-1082.00285
1472,price based indicators stock prediciton,Species abundance distributions: moving beyond single  prediction  theories to integration within an ecological framework,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1461-0248.2007.01094.x
20,price based indicators stock prediciton,[PDF] [PDF]   Dynamic economic relationships in the California cling peach industry,https://ageconsearch.umn.edu/record/251938/files/338.pdf
1208,price based indicators stock prediciton,Information as regulation: The effect of community right to know laws on toxic emissions,https://www.sciencedirect.com/science/article/pii/S0095069696909559
3659,price based indicators stock prediciton,"Measuring quality of life: Economic, social, and subjective  indicators",https://www.jstor.org/stable/27522973
1357,price based indicators stock prediciton,The scored society: Due process for automated  predictions,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/washlr89&section=4
230,price based indicators stock prediciton,Investment using  technical analysis  and fuzzy logic,https://www.sciencedirect.com/science/article/pii/S0165011401001695
205,price based indicators stock prediciton,Development and performance evaluation of FLANN based model for  forecasting  of  stock  markets,https://www.sciencedirect.com/science/article/pii/S0957417408005526
167,price based indicators stock prediciton,[HTML] [HTML]   Indian  stock market prediction  using artificial neural networks on tick data,https://link.springer.com/article/10.1186/s40854-019-0131-7
274,price based indicators stock prediciton,"Applying Artificial Neural Networks to  prediction  of  stock price  and improvement of the directional  prediction  index–Case study of PETR4, Petrobras, Brazil",https://www.sciencedirect.com/science/article/pii/S0957417413004703
36,price based indicators stock prediciton,[PDF] [PDF]   A hybrid recurrent neural networks model based on synthesis features to  forecast  the Taiwan  stock market,https://www.researchgate.net/profile/Ching-Hsue-Cheng/publication/267802147_A_hybrid_recurrent_neural_networks_model_based_on_synthesis_features_to_forecast_the_Taiwan_stock_market/links/54cb309c0cf22f98631e3b39/A-hybrid-recurrent-neural-networks-model-based-on-synthesis-features-to-forecast-the-Taiwan-stock-market.pdf
15,price based indicators stock prediciton,A new method for  predicting stock market  crashes using classification and artificial neural networks,https://www.inderscienceonline.com/doi/abs/10.1504/IJBDA.2020.108697
23,price based indicators stock prediciton,[PDF] [PDF]   A hybrid time lagged network for  predicting stock prices,https://www.academia.edu/download/93738448/hui_yap.pdf
1639,price based indicators stock prediciton,"High apolipoprotein B, low apolipoprotein AI, and improvement in the  prediction  of fatal myocardial infarction (AMORIS study): a prospective study",https://www.sciencedirect.com/science/article/pii/S0140673601070982
916,price based indicators stock prediciton,Stock  market efficiency and economic efficiency: Is there a connection?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1997.tb02726.x
1298,price based indicators stock prediciton,Prediction  of drug absorption using multivariate statistics,https://pubs.acs.org/doi/abs/10.1021/jm000292e
1283,price based indicators stock prediciton,The determinants of capital structure: capital market-oriented versus bank-oriented institutions,https://www.cambridge.org/core/journals/journal-of-financial-and-quantitative-analysis/article/determinants-of-capital-structure-capital-marketoriented-versus-bankoriented-institutions/0F08AA876248523B3D84E645178323DB
2021,price based indicators stock prediciton,ADMET  in silico  modelling: towards  prediction  paradise?,https://www.nature.com/articles/nrd1032
156,price based indicators stock prediciton,The Modification of Diet in Renal Disease (MDRD) equations provide valid estimations of glomerular filtration  rates  in patients with advanced heart failure,https://onlinelibrary.wiley.com/doi/abs/10.1016/j.ejheart.2005.04.013
2,price based indicators stock prediciton,[PDF] [PDF]   Technical Analysis  Based  Prediction  of  Stock Market Trading  Strategies Using Deep Learning and Machine Learning Algorithms,https://ijisae.org/index.php/IJISAE/article/download/2182/894
8,price based indicators stock prediciton,Using Twitter attribute information to  predict stock prices,https://arxiv.org/abs/2105.01402
34,price based indicators stock prediciton,[PDF] [PDF]   A hybrid  forecasting  model for  stock market prediction .,ftp://www.ipe.ro/RePEc-old/cys/ecocyb_pdf/ecocyb3_2017p263-280.pdf
597,price based indicators stock prediciton,The obstinate passion of foreign exchange professionals:  technical analysis,https://www.aeaweb.org/articles?id=10.1257/jel.45.4.936
190,price based indicators stock prediciton,Expert system for  predicting stock market  timing using a candlestick chart,https://www.sciencedirect.com/science/article/pii/S0957417499000111
116,price based indicators stock prediciton,Text mining approaches for  stock market prediction,https://ieeexplore.ieee.org/abstract/document/5451705/
23,price based indicators stock prediciton,[HTML] [HTML]   Forecasting  leading industry  stock prices  based on a hybrid time-series  forecast  model,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0209922
50,price based indicators stock prediciton,[BOOK] [B]   Dow theory for the 21st century:  Technical indicators  for improving your investment results,https://books.google.com/books?hl=en&lr=&id=pHB8hdDv5xIC&oi=fnd&pg=PR7&dq=technical+indicators+predict+stock+price&ots=BWlB88wOKN&sig=CaLROH6qRJMaY9v0_jbPMy8wQ3c
228,price based indicators stock prediciton,Application of artificial neural network for the  prediction  of  stock market  returns: The case of the Japanese  stock market,https://www.sciencedirect.com/science/article/pii/S0960077916000060
108,price based indicators stock prediciton,Technical analysis  in the foreign exchange  market,https://onlinelibrary.wiley.com/doi/abs/10.1002/9781118445785.ch12
991,price based indicators stock prediciton,Surveying  stock market forecasting  techniques–Part II: Soft computing methods,https://www.sciencedirect.com/science/article/pii/S0957417408004417
261,price based indicators stock prediciton,Predicting  the direction of  stock market prices  using tree-based classifiers,https://www.sciencedirect.com/science/article/pii/S106294081730400X
4825,price based indicators stock prediciton,International accounting standards and accounting quality,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-679X.2008.00287.x
1258,price based indicators stock prediciton,The long‐term performance of horizontal acquisitions,https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0266(199911)20:11%3C987::AID-SMJ61%3E3.0.CO;2-B
1662,price based indicators stock prediciton,Obesity and severe obesity forecasts through 2030,https://www.sciencedirect.com/science/article/pii/S0749379712001468
1178,price based indicators stock prediciton,"Market opportunities, genetic endowments, and intrafamily resource distribution: Child survival in rural India",https://www.jstor.org/stable/1810018
1585,price based indicators stock prediciton,"House  prices , home equity– based  borrowing, and the us household leverage crisis",https://www.aeaweb.org/articles?id=10.1257/aer.101.5.2132
1867,price based indicators stock prediciton,Cholesterol in the  prediction  of atherosclerotic disease: new perspectives  based  on the Framingham study,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-90-1-85
2838,price based indicators stock prediciton,The impact of the Mariel boatlift on the Miami labor market,https://journals.sagepub.com/doi/pdf/10.1177/001979399004300205
2800,price based indicators stock prediciton,In search of distress risk,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2008.01416.x
1279,price based indicators stock prediciton,Bankruptcy  prediction  with industry effects,https://academic.oup.com/rof/article-abstract/8/4/537/1582202
1031,price based indicators stock prediciton,The choice of payment method in European mergers and acquisitions,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2005.00764.x
2624,price based indicators stock prediciton,Everyone's an influencer: quantifying influence on twitter,https://dl.acm.org/doi/abs/10.1145/1935826.1935845
1133,price based indicators stock prediciton,[PDF] [PDF]   Monetary policy and bank lending,https://www.nber.org/system/files/chapters/c8334/c8334.pdf
107,price based indicators stock prediciton,[BOOK] [B]   Getting started in  technical analysis,https://books.google.com/books?hl=en&lr=&id=tmvDDwAAQBAJ&oi=fnd&pg=PR7&dq=technical+indicators+predict+stock+price&ots=G7FvJpZzZa&sig=n4yfRyNSsrRfAkuS-0-J8QYVIEE
10,price based indicators stock prediciton,Price forecast  with high-frequency finance data: An autoregressive recurrent neural network model with  technical indicators,https://dl.acm.org/doi/abs/10.1145/3340531.3412738
221,price based indicators stock prediciton,[PDF] [PDF]   Stock market prediction  on high-frequency data using generative adversarial nets.,https://downloads.hindawi.com/journals/mpe/2018/4907423.pdf?ref=https://codemonkey.link
77,price based indicators stock prediciton,Classification and  prediction  of  stock market  index based on fuzzy metagraph,https://www.sciencedirect.com/science/article/pii/S1877050915004688
71,price based indicators stock prediciton,[HTML] [HTML]   Machine learning techniques and data for  stock market forecasting : A literature review,https://www.sciencedirect.com/science/article/pii/S0957417422001452
972,price based indicators stock prediciton,Accounting conservatism and  stock price  crash risk: Firm‐level evidence,https://onlinelibrary.wiley.com/doi/abs/10.1111/1911-3846.12112
1054,price based indicators stock prediciton,Technological resources and the direction of corporate diversification: Toward an integration of the resource- based  view and transaction  cost  economics,https://pubsonline.informs.org/doi/abs/10.1287/mnsc.45.8.1109
1168,price based indicators stock prediciton,[BOOK] [B]   Market response models: Econometric and time series analysis,https://books.google.com/books?hl=en&lr=&id=xZyJamKdpIsC&oi=fnd&pg=PR11&dq=price+based+indicators+stock+prediciton&ots=03F7owhZye&sig=DZaPdHguuxuzzJS-hDfMeVtV60Y
2987,price based indicators stock prediciton,What explains the  stock  market's reaction to Federal Reserve policy?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2005.00760.x
1238,price based indicators stock prediciton,There is a risk-return trade-off after all,https://www.sciencedirect.com/science/article/pii/S0304405X05000140
1631,price based indicators stock prediciton,Designing a neural network for forecasting financial and economic time series,https://www.sciencedirect.com/science/article/pii/0925231295000399
6077,price based indicators stock prediciton,Putting the balanced scorecard to work,https://www.taylorfrancis.com/chapters/edit/10.4324/9780080505022-24/putting-balanced-scorecard-work-robert-kaplan-david-norton
4533,price based indicators stock prediciton,Trust and growth,https://onlinelibrary.wiley.com/doi/abs/10.1111/1468-0297.00609
1239,price based indicators stock prediciton,Auditor tenure and perceptions of audit quality,https://publications.aaahq.org/accounting-review/article-abstract/80/2/585/2799
1240,price based indicators stock prediciton,Data science and  prediction,https://dl.acm.org/doi/abs/10.1145/2500499
1013,price based indicators stock prediciton,A clinical  prediction  rule to identify patients with low back pain most likely to benefit from spinal manipulation: a validation study,https://www.acpjournals.org/doi/abs/10.7326/0003-4819-141-12-200412210-00008
1633,price based indicators stock prediciton,Market reaction to the adoption of IFRS in Europe,https://publications.aaahq.org/accounting-review/article-abstract/85/1/31/3208
1297,price based indicators stock prediciton,"Improving physical realism, stereochemistry, and side‐chain accuracy in homology modeling: Four approaches that performed well in CASP8",https://onlinelibrary.wiley.com/doi/abs/10.1002/prot.22570
872,price based indicators stock prediciton,"National, regional, and worldwide estimates of stillbirth  rates  in 2009 with trends since 1995: a systematic analysis",https://www.sciencedirect.com/science/article/pii/S0140673610623100
1580,price based indicators stock prediciton,Vulnerability of national economies to the impacts of climate change on fisheries,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-2979.2008.00310.x
9546,price based indicators stock prediciton,[PDF] [PDF]   Patent statistics as economic  indicators : a survey,https://www.nber.org/system/files/chapters/c8351/c8351.pdf
1943,price based indicators stock prediciton,A review on the  prediction  of building energy consumption,https://www.sciencedirect.com/science/article/pii/S1364032112001438
3147,price based indicators stock prediciton,Mandatory IFRS reporting around the world: Early evidence on the economic consequences,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-679X.2008.00306.x
3047,price based indicators stock prediciton,Multiple resources and performance  prediction,https://www.tandfonline.com/doi/abs/10.1080/14639220210123806
1315,price based indicators stock prediciton,On the use of demographic models of population viability in endangered species management,https://www.jstor.org/stable/3802534
1656,price based indicators stock prediciton,"Analyses of global monthly precipitation using gauge observations, satellite estimates, and numerical model  predictions",https://journals.ametsoc.org/view/journals/clim/9/4/1520-0442_1996_009_0840_aogmpu_2_0_co_2.xml
1237,price based indicators stock prediciton,A breast cancer  prediction  model incorporating familial and personal risk factors,https://onlinelibrary.wiley.com/doi/abs/10.1002/sim.1668
2750,price based indicators stock prediciton,Has the business cycle changed and why?,https://www.journals.uchicago.edu/doi/abs/10.1086/ma.17.3585284
1188,price based indicators stock prediciton,Development of a risk score for atrial fibrillation (Framingham Heart Study): a community- based  cohort study,https://www.thelancet.com/journals/lancet/article/PIIS0140673609604438/fulltext
1234,price based indicators stock prediciton,Implications of dynamic factor models for VAR analysis,https://www.nber.org/papers/w11467
3152,price based indicators stock prediciton,"Earnings management: Reconciling the views of accounting academics, practitioners, and regulators",https://publications.aaahq.org/accounting-horizons/article-abstract/14/2/235/1647
922,price based indicators stock prediciton,"[HTML] [HTML]   AGGRESCAN: a server for the  prediction  and evaluation of"" hot spots"" of aggregation in polypeptides",https://link.springer.com/article/10.1186/1471-2105-8-65
1099,price based indicators stock prediciton,Equity risk incentives and corporate tax aggressiveness,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-679X.2012.00438.x
244,price based indicators stock prediciton,A review on renewable energy and electricity requirement forecasting models for smart grid and buildings,https://www.sciencedirect.com/science/article/pii/S2210670720300391
1748,price based indicators stock prediciton,Learning from class-imbalanced data: Review of methods and applications,https://www.sciencedirect.com/science/article/pii/S0957417416307175
1301,price based indicators stock prediciton,Evaluating the replicability of social science experiments in  Nature  and  Science  between 2010 and 2015,https://www.nature.com/articles/s41562-018-0399-z
971,price based indicators stock prediciton,International factor  price  differences: Leontief was right!,https://www.journals.uchicago.edu/doi/abs/10.1086/261911
12832,price based indicators stock prediciton,""" Why should i trust you?"" Explaining the  predictions  of any classifier",https://dl.acm.org/doi/abs/10.1145/2939672.2939778
955,price based indicators stock prediciton,Equilibrium  pricing  and optimal hedging in electricity forward markets,https://onlinelibrary.wiley.com/doi/abs/10.1111/1540-6261.00463
1913,price based indicators stock prediciton,Investor inattention and Friday earnings announcements,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2009.01447.x
1926,price based indicators stock prediciton,[HTML] [HTML]   The use of equity grants to manage optimal equity incentive levels,https://www.sciencedirect.com/science/article/pii/S0165410199000191
7538,price based indicators stock prediciton,Determinants of economic growth: A cross-country empirical study,https://www.nber.org/papers/w5698
1125,price based indicators stock prediciton,Rational addictive behavior and cigarette smoking,https://www.journals.uchicago.edu/doi/abs/10.1086/261776
1293,price based indicators stock prediciton,"Taxes, tariffs and transfer  pricing  in multinational corporate decision making",https://www.jstor.org/stable/2109519
1088,price based indicators stock prediciton,Multiple applications of Alamar Blue as an  indicator  of metabolic function and cellular health in cell viability bioassays,https://www.mdpi.com/39902
940,price based indicators stock prediciton,The effects of auditor change on audit fees: Tests of  price  cutting and  price  recovery,https://www.jstor.org/stable/248104
1013,price based indicators stock prediciton,The excess co-movement of commodity  prices,https://academic.oup.com/ej/article-abstract/100/403/1173/5188414
994,price based indicators stock prediciton,Analyst following of initial public offerings,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1997.tb04811.x
,price based indicators stock prediciton,[PDF] [PDF]   Stock  Market Modeling: A System Adaptation Approach,https://core.ac.uk/download/pdf/48656896.pdf
1293,price based indicators stock prediciton,Analyzing the analysts: When do recommendations add value?,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2004.00657.x
2359,price based indicators stock prediciton,"Limited attention, information disclosure, and financial reporting",https://www.sciencedirect.com/science/article/pii/S0165410103000648
,price based indicators stock prediciton,[PDF] [PDF]   QUANTITATIVE FINANCE RESEARCH CENTRE,http://cfsites1.uts.edu.au/find/qfrc/files/rp285.pdf
1931,price based indicators stock prediciton,The  prediction  of criminal and violent recidivism among mentally disordered offenders: a meta-analysis.,https://psycnet.apa.org/record/1998-00120-001
3685,price based indicators stock prediciton,[BOOK] [B]   Creating shareholder value: a guide for managers and investors,https://books.google.com/books?hl=en&lr=&id=bc0PjplGR5gC&oi=fnd&pg=PP1&dq=price+based+indicators+stock+prediciton&ots=R9Sq_QJVC_&sig=lGPVK3Ng2Mbx4JZ2gtHXde3kmuo
84,price based indicators stock prediciton,[HTML] [HTML]   Prediction  of embryo developmental potential and pregnancy  based  on early stage morphological characteristics,https://www.sciencedirect.com/science/article/pii/S0015028206012131
998,price based indicators stock prediciton,Explainable machine-learning  predictions  for the prevention of hypoxaemia during surgery,https://www.nature.com/articles/s41551-018-0304-0
2177,price based indicators stock prediciton,The impact of oil  price  shocks on the US  stock  market,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1468-2354.2009.00568.x
1144,price based indicators stock prediciton,Lending relationships in Germany–Empirical evidence from survey data,https://www.sciencedirect.com/science/article/pii/S0378426698000612
1339,price based indicators stock prediciton,Cash flow patterns as a proxy for firm life cycle,https://publications.aaahq.org/accounting-review/article-abstract/86/6/1969/3380
2321,price based indicators stock prediciton,Design and analysis of simulated consumer choice or allocation experiments: an approach  based  on aggregate data,https://journals.sagepub.com/doi/pdf/10.1177/002224378302000403
,price based indicators stock prediciton,[CITATION] [C]   Leveraging dynamic business network mining for firms' business performance analysis and  prediction,
2270,price based indicators stock prediciton,Newer classification and regression tree techniques: bagging and random forests for ecological  prediction,https://link.springer.com/article/10.1007/s10021-005-0054-1
1345,price based indicators stock prediciton,Influence of a mindfulness meditation- based  stress reduction intervention on  rates  of skin clearing in patients with moderate to severe psoriasis undergoing photo …,https://journals.lww.com/psychosomaticmedicine/Fulltext/1998/09000/Influence_of_a_Mindfulness_Meditation_Based_Stress.20.aspx
941,price based indicators stock prediciton,Voluntary environmental disclosure quality and firm value: Further evidence,https://www.sciencedirect.com/science/article/pii/S0278425415000320
1072,price based indicators stock prediciton,Owner-occupied housing and the composition of the household portfolio,https://pubs.aeaweb.org/doi/abs/10.1257/000282802760015775
1033,price based indicators stock prediciton,Uncertainty shocks in a model of effective demand,https://onlinelibrary.wiley.com/doi/abs/10.3982/ECTA13960
,price based indicators stock prediciton,Electricity demand  prediction  using a hybrid approach/Syamnd Mirza Abdullah,http://studentsrepo.um.edu.my/9936/
4140,price based indicators stock prediciton,Private benefits of control: An international comparison,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2004.00642.x
1568,price based indicators stock prediciton,The use of technical analysis in the foreign exchange market,https://www.sciencedirect.com/science/article/pii/0261560692900483
1105,price based indicators stock prediciton,Bankruptcy  prediction  using neural networks,https://www.sciencedirect.com/science/article/pii/0167923694900248
1511,price based indicators stock prediciton,Security analysts' career concerns and herding of earnings forecasts,https://www.jstor.org/stable/2601032
4,price based indicators stock prediciton,Learning the Gap in the Day-Ahead and Real-Time Locational Marginal  Prices  in the Electricity Market,https://arxiv.org/abs/2012.12792
2324,price based indicators stock prediciton,[CITATION] [C]   Time series  prediction : forecasting the future and understanding the past,
1149,price based indicators stock prediciton,Do analysts and auditors use information in accruals?,https://onlinelibrary.wiley.com/doi/abs/10.1111/1475-679X.00003
2306,price based indicators stock prediciton,Autoregressive conditional duration: a new model for irregularly spaced transaction data,https://www.jstor.org/stable/2999632
12039,price based indicators stock prediciton,Prediction  of coronary heart disease using risk factor categories,https://www.ahajournals.org/doi/abs/10.1161/01.CIR.97.18.1837
1364,price based indicators stock prediciton,"Blockholder trading, market efficiency, and managerial myopia",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.2009.01508.x
2046,price based indicators stock prediciton,"Corporate disclosure practices, institutional investors, and  stock  return volatility",https://www.jstor.org/stable/2672914
2211,price based indicators stock prediciton,Measuring fund strategy and performance in changing economic conditions,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1996.tb02690.x
946,price based indicators stock prediciton,"Getting return on quality: revenue expansion,  cost  reduction, or both?",https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.7.18515
1088,price based indicators stock prediciton,"Money, income,  prices , and interest  rates",https://www.jstor.org/stable/2117316
84,price based indicators stock prediciton,Comparison study of global and local approaches describing critical phenomena on the Polish  stock  exchange market,https://www.sciencedirect.com/science/article/pii/S037843710800719X
1172,price based indicators stock prediciton,Earnings management by acquiring firms in  stock  for  stock  mergers,https://www.sciencedirect.com/science/article/pii/S0165410199000087
879,price based indicators stock prediciton,A framework for assessing the systemic risk of major financial institutions,https://www.sciencedirect.com/science/article/pii/S0378426609001216
3236,price based indicators stock prediciton,The boundaries of financial reporting and how to extend them,https://www.jstor.org/stable/2491413
1350,price based indicators stock prediciton,Business groups in emerging economies: A resource- based  view,https://journals.aom.org/doi/abs/10.5465/1556400
